id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location
10000609,DM975577,08/28/2021 07:00,50XX S CICERO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,2011,18,34.0,,03,1151157.0,1926395.0,2021,08/29/2021 07:00,41.72573329,-87.56050363,"(41.72573329, -87.56050363)"
10000610,SG495006,02/21/2021 14:16,56XX N WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESTAURANT,False,True,112,8,3.0,7.0,07,1175752.0,1904743.0,2021,03/06/2021 14:16,41.93478069,,"(41.93478069, -87.50826775)"
10000611,LD001878,06/15/2022 01:23,91XX E NORTH AVE,1310,NARCOTICS,POSS: COCAINE,HOSPITAL BUILDING/GROUNDS,True,True,621,11,49.0,31.0,17,1180360.0,1870030.0,2022,06/22/2022 01:23,41.78649549,-87.51696511,"(41.78649549, -87.51696511)"
10000612,IY290210,03/29/2018 23:09,82XX S DIVISION ST,0312,ROBBERY,ARMED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),True,False,1711,14,10.0,5.0,10,1195241.0,1887405.0,2018,04/27/2018 23:09,41.8390642,-87.59335185,"(41.8390642, -87.59335185)"
10000613,LA771917,09/02/2018 13:01,72XX S ASHLAND AVE,0460,BATTERY,SIMPLE,CTA TRAIN,True,False,113,25,26.0,15.0,04B,,1854302.0,2018,09/12/2018 13:01,41.75571898,-87.72064935,
10000614,VA630476,04/01/2023 14:48,29XX E NORTH AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RETAIL STORE,False,True,712,8,50.0,34.0,12,1194691.0,1928277.0,2023,04/12/2023 14:48,41.95259578,-87.60347253,"(41.95259578, -87.60347253)"
10000615,WH098845,11/23/2016 09:20,45XX W ASHLAND AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESTAURANT,False,False,1221,4,48.0,17.0,11,1169599.0,1883464.0,2016,12/18/2016 09:20,41.82591896,-87.798862,"(41.82591896, -87.798862)"
10000616,SW759136,03/03/2015 03:59,40XX N BROADWAY,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,OTHER,True,True,2011,18,20.0,65.0,06,1161764.0,1919127.0,2015,03/07/2015 03:59,41.78040115,-87.75632767,"(41.78040115, -87.75632767)"
10000617,HI528510,02/06/2018 20:41,1XX W CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,212,3,50.0,16.0,07,1154015.0,1861740.0,2018,03/05/2018 20:41,41.92223302,,"(41.92223302, -87.63598941)"
10000618,AY417839,02/17/2016 23:11,7XX E DIVISION ST,1310,NARCOTICS,POSS: COCAINE,STREET,False,False,412,6,24.0,40.0,11,1193159.0,1859477.0,2016,02/20/2016 23:11,41.93064417,-87.74405357,"(41.93064417, -87.74405357)"
10000619,UC639796,11/25/2015 07:17,72XX W STATE ST,0910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,1411,1,14.0,39.0,19,1154945.0,1915810.0,2015,11/27/2015 07:17,41.91506374,-87.6510854,"(41.91506374, -87.6510854)"
10000620,DM774910,02/02/2019 22:40,57XX N FULLERTON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,True,False,812,3,14.0,57.0,20,1196131.0,1894648.0,2019,02/06/2019 22:40,41.90185064,-87.79320985,"(41.90185064, -87.79320985)"
10000621,RS338506,02/08/2022 23:16,24XX E MICHIGAN AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,True,False,1811,17,50.0,16.0,01A,1170961.0,1919063.0,2022,02/24/2022 23:16,41.75800551,-87.66577739,"(41.75800551, -87.66577739)"
10000622,QD599699,07/24/2021 03:24,46XX N DIVISION ST,0740,THEFT,THEFT OVER $500,STREET,False,False,1911,25,49.0,49.0,20,1169446.0,1885398.0,2021,08/13/2021 03:24,41.80952324,,"(41.80952324, -87.65835206)"
10000623,FA976883,06/10/2017 09:02,37XX E HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE(NON.RESID.),False,False,321,24,34.0,34.0,04B,1176909.0,1867770.0,2017,07/07/2017 09:02,41.91441728,-87.76624813,"(41.91441728, -87.76624813)"
10000624,MV549323,10/31/2022 12:45,54XX E ASHLAND AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,False,True,521,8,15.0,43.0,14,1155924.0,1910884.0,2022,11/26/2022 12:45,41.69094208,-87.7948772,"(41.69094208, -87.7948772)"
10000625,DU479744,03/05/2019 19:31,94XX W MICHIGAN AVE,0740,THEFT,THEFT OVER $500,GROCERY FOOD STORE,False,False,612,4,22.0,47.0,07,1190604.0,1886948.0,2019,03/22/2019 19:31,41.88184754,-87.57127183,"(41.88184754, -87.57127183)"
10000626,VN341053,12/15/2017 19:30,57XX E HALSTED ST,0730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,1411,24,49.0,30.0,05,1198935.0,1892406.0,2017,01/02/2018 19:30,41.71931079,-87.70458495,"(41.71931079, -87.70458495)"
10000627,RJ184540,01/12/2020 14:16,52XX W DIVISION ST,0910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,True,False,511,1,29.0,49.0,16,1197153.0,1866659.0,2020,01/17/2020 14:16,41.94790004,-87.58807795,"(41.94790004, -87.58807795)"
10000628,PL973674,10/02/2018 20:49,96XX N MADISON ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,False,True,112,9,1.0,45.0,12,1157239.0,1866001.0,2018,10/10/2018 20:49,41.97307707,-87.61880476,"(41.97307707, -87.61880476)"
10000629,MC043841,11/25/2022 21:15,23XX S ASHLAND AVE,0750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,411,18,17.0,19.0,26,1186432.0,1864420.0,2022,12/22/2022 21:15,41.91487375,-87.76092862,"(41.91487375, -87.76092862)"
10000630,ZX134040,07/14/2019 17:14,73XX N WESTERN AVE,0910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,False,True,1121,12,12.0,14.0,12,1159359.0,1921879.0,2019,07/16/2019 17:14,41.86535424,-87.55805852,"(41.86535424, -87.55805852)"
10000631,OU425590,09/24/2023 03:21,15XX W COTTAGE GROVE AVE,0850,DECEPTIVE PRACTICE,FRAUD,GAS STATION,True,False,2211,1,3.0,38.0,07,1195841.0,1880138.0,2023,10/16/2023 03:21,41.94053922,-87.74493806,"(41.94053922, -87.74493806)"
10000632,BV746841,10/08/2021 10:38,7XX E DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,False,False,1511,5,30.0,21.0,19,1191112.0,1867776.0,2021,10/16/2021 10:38,41.7380196,,"(41.7380196, -87.62822242)"
10000633,EU979820,09/02/2020 21:27,73XX S STATE ST,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,912,1,27.0,64.0,04A,1150511.0,1907189.0,2020,09/12/2020 21:27,41.69651012,-87.78662154,"(41.69651012, -87.78662154)"
10000634,WP882767,11/18/2016 10:04,88XX N CICERO AVE,0460,BATTERY,SIMPLE,ALLEY,False,True,911,5,24.0,43.0,26,1199465.0,1872694.0,2016,11/20/2016 10:04,41.87545753,-87.58118438,
10000635,DG414331,04/30/2021 19:34,41XX S STATE ST,0730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,621,8,8.0,17.0,11,1189003.0,1910108.0,2021,05/21/2021 19:34,41.95391115,-87.78274034,"(41.95391115, -87.78274034)"
10000636,GC978447,12/08/2023 07:08,41XX S NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,,True,False,521,14,29.0,10.0,14,1171177.0,1926063.0,2023,12/14/2023 07:08,41.90676414,-87.76156735,"(41.90676414, -87.76156735)"
10000637,NL941493,02/21/2017 09:06,39XX S STATE ST,0510,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),False,False,812,12,45.0,30.0,04A,1156978.0,1896550.0,2017,02/24/2017 09:06,41.77127173,-87.5840614,"(41.77127173, -87.5840614)"
10000638,JJ603769,01/19/2021 20:37,97XX S DIVISION ST,0750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1411,1,20.0,70.0,07,1159913.0,1866717.0,2021,01/25/2021 20:37,41.88021421,-87.55114556,"(41.88021421, -87.55114556)"
10000639,CP111375,09/09/2023 12:27,28XX E CHICAGO AVE,0740,THEFT,THEFT OVER $500,PARK PROPERTY,True,False,411,17,9.0,52.0,08B,1179225.0,1863462.0,2023,10/02/2023 12:27,41.80936957,-87.76240121,"(41.80936957, -87.76240121)"
10000640,ES040988,01/08/2017 18:05,84XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,True,621,6,11.0,32.0,26,1150572.0,1851075.0,2017,02/05/2017 18:05,41.86091948,,"(41.86091948, -87.74749907)"
10000641,SK054632,11/03/2015 04:48,29XX W MICHIGAN AVE,0750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,912,20,15.0,32.0,17,1191817.0,1857491.0,2015,11/06/2015 04:48,41.74329097,-87.75190337,"(41.74329097, -87.75190337)"
10000642,AY620412,12/20/2018 00:36,26XX W WESTERN AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,True,True,412,8,30.0,23.0,06,1192869.0,1903863.0,2018,12/31/2018 00:36,41.93784871,-87.60228957,"(41.93784871, -87.60228957)"
10000643,NL984612,05/10/2019 16:30,42XX E WESTERN AVE,0750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,612,2,28.0,27.0,14,1193999.0,1914708.0,2019,05/24/2019 16:30,41.98240341,-87.55436316,"(41.98240341, -87.55436316)"
10000644,VD506157,11/15/2018 14:21,96XX S NORTH AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False,2011,7,33.0,,10,1193707.0,1911816.0,2018,12/11/2018 14:21,41.98922997,-87.75034766,"(41.98922997, -87.75034766)"
10000645,MQ402592,01/02/2018 09:25,55XX N BROADWAY,0850,DECEPTIVE PRACTICE,FRAUD,STREET,False,False,2211,9,16.0,42.0,20,1173847.0,1856212.0,2018,01/26/2018 09:25,41.69975041,-87.56569624,"(41.69975041, -87.56569624)"
10000646,YD465173,11/16/2017 21:54,12XX E STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,,False,False,521,5,44.0,50.0,26,1168387.0,,2017,12/01/2017 21:54,41.9603987,-87.56535544,"(41.9603987, -87.56535544)"
10000647,MU951748,10/21/2019 03:57,28XX N NORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,False,1211,8,46.0,32.0,20,1169817.0,1901568.0,2019,10/23/2019 03:57,41.84275882,-87.73661779,"(41.84275882, -87.73661779)"
10000648,AV768865,06/12/2017 16:21,65XX W NORTH AVE,1310,NARCOTICS,POSS: COCAINE,SIDEWALK,False,False,1411,22,3.0,50.0,18,1158457.0,1891202.0,2017,07/04/2017 16:21,41.7513051,-87.59607881,"(41.7513051, -87.59607881)"
10000649,TN665511,07/03/2019 18:28,61XX S COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,411,15,26.0,27.0,01A,1196546.0,1904093.0,2019,07/04/2019 18:28,41.81066574,-87.75114221,"(41.81066574, -87.75114221)"
10000650,HZ602764,12/26/2020 14:53,12XX S MADISON ST,0460,BATTERY,SIMPLE,,False,False,1022,22,17.0,22.0,07,1176778.0,1926294.0,2020,01/05/2021 14:53,41.75187405,,"(41.75187405, -87.59136319)"
10000651,NY336663,10/23/2021 16:17,15XX W FULLERTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,611,19,33.0,36.0,16,1191101.0,1856027.0,2021,10/31/2021 16:17,41.924843,-87.59187865,"(41.924843, -87.59187865)"
10000652,LB060688,02/08/2023 18:57,53XX E STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,True,False,812,24,33.0,12.0,04B,1152719.0,1897926.0,2023,03/08/2023 18:57,41.9224132,-87.76566871,"(41.9224132, -87.76566871)"
10000653,OK515881,11/26/2020 12:01,12XX N DIVISION ST,0910,VANDALISM,CRIMINAL DAMAGE,PARK PROPERTY,False,False,1711,1,30.0,19.0,08A,1182079.0,1887354.0,2020,12/18/2020 12:01,41.79166372,-87.63051593,"(41.79166372, -87.63051593)"
10000654,CA789118,06/30/2023 20:59,88XX W MICHIGAN AVE,0730,THEFT,SHOPLIFTING,OTHER,False,False,621,7,,34.0,15,1159194.0,1870246.0,2023,07/14/2023 20:59,41.86845863,-87.61093578,"(41.86845863, -87.61093578)"
10000655,JS450543,12/26/2017 17:25,40XX N CHICAGO AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False,1211,2,16.0,49.0,26,1156647.0,1911188.0,2017,01/22/2018 17:25,41.77809319,-87.68737021,"(41.77809319, -87.68737021)"
10000656,PQ520338,12/13/2018 21:36,49XX W GRAND AVE,0750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,912,17,16.0,67.0,02,1198036.0,1868465.0,2018,12/28/2018 21:36,41.81333416,-87.50028118,"(41.81333416, -87.50028118)"
10000657,FT783574,12/14/2021 08:24,85XX S CICERO AVE,0740,THEFT,THEFT OVER $500,CTA TRAIN,False,False,2011,14,,59.0,18,1199263.0,1922694.0,2021,12/28/2021 08:24,41.9577621,-87.6869134,"(41.9577621, -87.6869134)"
10000658,QR438799,10/26/2021 20:06,38XX E STATE ST,0312,ROBBERY,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",False,False,412,7,39.0,68.0,03,1150492.0,1850353.0,2021,11/06/2021 20:06,41.73642737,-87.76218358,"(41.73642737, -87.76218358)"
10000659,XI960132,06/12/2021 15:09,90XX S BROADWAY,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,CONVENIENCE STORE,True,False,311,24,35.0,61.0,20,1183568.0,1873769.0,2021,07/11/2021 15:09,41.82043362,-87.7018325,"(41.82043362, -87.7018325)"
10000660,CN591796,05/27/2016 22:36,79XX W DIVISION ST,0740,THEFT,THEFT OVER $500,APARTMENT,False,False,1022,19,3.0,48.0,13,1162300.0,1924819.0,2016,06/23/2016 22:36,41.71555252,-87.60233547,"(41.71555252, -87.60233547)"
10000661,TT106875,05/13/2022 09:42,29XX W HALSTED ST,0800,ARSON,AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,False,111,11,26.0,13.0,02,1174816.0,1927654.0,2022,06/02/2022 09:42,41.74893479,-87.74913252,"(41.74893479, -87.74913252)"
10000662,KB704095,06/25/2018 11:28,9XX N FULLERTON AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,GROCERY FOOD STORE,False,True,621,19,39.0,1.0,09,1193300.0,1911957.0,2018,07/05/2018 11:28,41.91493772,-87.63963647,"(41.91493772, -87.63963647)"
10000663,RG690440,04/20/2019 09:16,34XX E NORTH AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,,False,False,911,22,5.0,72.0,13,,1857634.0,2019,04/22/2019 09:16,41.85338271,-87.77628388,"(41.85338271, -87.77628388)"
10000664,RH976503,03/17/2015 23:15,31XX E NORTH AVE,0460,BATTERY,SIMPLE,GAS STATION,False,True,211,19,10.0,23.0,02,1188447.0,1911374.0,2015,04/06/2015 23:15,41.75270183,-87.68521431,"(41.75270183, -87.68521431)"
10000665,PB616088,11/04/2018 19:08,6XX W STATE ST,0560,ASSAULT,SIMPLE,RETAIL STORE,True,True,712,2,13.0,60.0,14,1188104.0,1917234.0,2018,11/11/2018 19:08,41.96236492,-87.52999919,"(41.96236492, -87.52999919)"
10000666,AF964932,10/05/2018 16:35,88XX S ASHLAND AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,321,19,4.0,44.0,13,1182809.0,1852587.0,2018,10/16/2018 16:35,41.88744188,-87.76656849,"(41.88744188, -87.76656849)"
10000667,SO939137,09/18/2015 12:47,24XX S MADISON ST,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,611,22,37.0,44.0,12,1199890.0,,2015,09/21/2015 12:47,41.92780165,-87.55882805,"(41.92780165, -87.55882805)"
10000668,WP590761,08/01/2015 13:02,80XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,OTHER,False,False,111,14,16.0,56.0,01A,1182348.0,1884314.0,2015,08/14/2015 13:02,41.84927055,-87.60767869,"(41.84927055, -87.60767869)"
10000669,VZ513792,02/10/2019 10:07,38XX E CLARK ST,0750,THEFT,THEFT $500 AND UNDER,GAS STATION,True,False,113,24,12.0,51.0,14,1198350.0,1877905.0,2019,03/01/2019 10:07,41.8191149,-87.76008562,"(41.8191149, -87.76008562)"
10000670,SJ281415,01/21/2022 13:13,64XX N MADISON ST,0560,ASSAULT,SIMPLE,,False,False,1022,10,,43.0,18,1168549.0,1859867.0,2022,01/31/2022 13:13,41.74036219,-87.56173941,"(41.74036219, -87.56173941)"
10000671,IB553132,12/18/2018 20:04,55XX W WESTERN AVE,0850,DECEPTIVE PRACTICE,FRAUD,RETAIL STORE,False,False,122,18,24.0,4.0,03,1183969.0,1900784.0,2018,12/30/2018 20:04,41.69131041,-87.66763428,"(41.69131041, -87.66763428)"
10000672,PL312874,08/03/2018 18:58,56XX E NORTH AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,True,False,1221,20,4.0,41.0,11,,1896046.0,2018,08/18/2018 18:58,41.71398558,-87.60710427,"(41.71398558, -87.60710427)"
10000673,WD762629,05/14/2023 18:54,31XX S PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,611,3,35.0,34.0,14,1151276.0,1878790.0,2023,05/30/2023 18:54,41.72007848,-87.74431742,"(41.72007848, -87.74431742)"
10000674,DR006041,02/28/2020 13:55,84XX S STATE ST,0740,THEFT,THEFT OVER $500,ALLEY,False,False,321,24,12.0,34.0,09,1161191.0,1892793.0,2020,03/18/2020 13:55,41.87658484,-87.58726742,"(41.87658484, -87.58726742)"
10000675,OF073226,10/26/2021 00:43,73XX N PULASKI RD,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA TRAIN,False,False,812,11,21.0,11.0,12,1195741.0,1885405.0,2021,11/11/2021 00:43,41.72805132,-87.68329879,"(41.72805132, -87.68329879)"
10000676,EN360867,11/05/2015 14:46,5XX E MADISON ST,0460,BATTERY,SIMPLE,STREET,False,True,712,2,26.0,52.0,11,,1854188.0,2015,11/22/2015 14:46,41.9307965,-87.7989653,"(41.9307965, -87.7989653)"
10000677,YS243451,11/15/2016 14:26,82XX W CLARK ST,0740,THEFT,THEFT OVER $500,COMMERCIAL / BUSINESS OFFICE,False,True,1121,12,37.0,1.0,10,1159545.0,1890668.0,2016,11/20/2016 14:26,41.70200295,-87.58802345,"(41.70200295, -87.58802345)"
10000678,UL212581,11/09/2023 06:38,27XX S DIVISION ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,HOSPITAL BUILDING/GROUNDS,False,False,2211,18,28.0,5.0,20,1164104.0,1906176.0,2023,12/09/2023 06:38,41.93416028,-87.79573819,"(41.93416028, -87.79573819)"
10000679,HV913454,03/26/2018 16:21,76XX E FULLERTON AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,BAR OR TAVERN,True,False,122,9,2.0,1.0,06,1193783.0,1860997.0,2018,04/03/2018 16:21,41.91239375,-87.50368693,"(41.91239375, -87.50368693)"
10000680,KT344273,05/16/2022 16:54,40XX W CLARK ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,True,True,121,3,25.0,,11,1162770.0,1901394.0,2022,05/26/2022 16:54,41.90938619,-87.59062764,"(41.90938619, -87.59062764)"
10000681,RN337839,02/02/2021 05:56,36XX E FULLERTON AVE,0750,THEFT,THEFT $500 AND UNDER,CONVENIENCE STORE,True,True,1022,15,6.0,,12,1186622.0,1904750.0,2021,02/07/2021 05:56,41.78679546,-87.52973949,"(41.78679546, -87.52973949)"
10000682,AU824545,12/14/2020 21:18,99XX W BROADWAY,0560,ASSAULT,SIMPLE,GAS STATION,False,False,1111,2,23.0,10.0,03,1162834.0,1874202.0,2020,01/05/2021 21:18,41.72195341,-87.74746247,"(41.72195341, -87.74746247)"
10000683,FR076844,12/23/2021 12:59,4XX E HALSTED ST,0320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,True,1111,5,14.0,66.0,07,1177027.0,1908870.0,2021,01/01/2022 12:59,41.89810595,-87.5806034,"(41.89810595, -87.5806034)"
10000684,QY568565,11/01/2021 11:00,74XX E FULLERTON AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,CTA TRAIN,False,False,511,11,,60.0,01A,1199392.0,1927894.0,2021,11/11/2021 11:00,41.91553762,-87.65235711,"(41.91553762, -87.65235711)"
10000685,MN469135,01/04/2016 13:33,96XX W GRAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,621,5,22.0,67.0,17,1157678.0,1868188.0,2016,01/24/2016 13:33,41.83059315,-87.54668479,"(41.83059315, -87.54668479)"
10000686,ST144928,10/19/2021 12:41,95XX E NORTH AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,True,False,621,14,45.0,66.0,01A,1158415.0,1921320.0,2021,11/05/2021 12:41,41.76340777,-87.57006408,"(41.76340777, -87.57006408)"
10000687,YG416169,12/09/2020 22:51,80XX N DIVISION ST,0750,THEFT,THEFT $500 AND UNDER,,True,False,1611,3,30.0,70.0,12,1191085.0,1895050.0,2020,01/03/2021 22:51,41.9559062,-87.55300139,"(41.9559062, -87.55300139)"
10000688,MI508856,10/21/2019 12:17,81XX W DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,False,False,121,19,41.0,58.0,03,1179046.0,1906261.0,2019,11/18/2019 12:17,41.93297594,-87.50467078,"(41.93297594, -87.50467078)"
10000689,CG311660,09/19/2020 23:48,3XX W NORTH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1022,24,25.0,22.0,04B,1170551.0,1892009.0,2020,10/12/2020 23:48,41.76907236,-87.64648207,"(41.76907236, -87.64648207)"
10000690,MD536227,05/09/2022 20:06,76XX S CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,111,5,2.0,63.0,13,1151832.0,1859473.0,2022,05/26/2022 20:06,41.91812754,-87.51028279,"(41.91812754, -87.51028279)"
10000691,II083601,02/29/2020 16:26,85XX S WESTERN AVE,0730,THEFT,SHOPLIFTING,CONVENIENCE STORE,False,False,412,18,47.0,29.0,05,1161806.0,1858124.0,2020,03/28/2020 16:26,41.69398091,-87.65394848,"(41.69398091, -87.65394848)"
10000692,FN437876,02/14/2019 23:34,83XX E STATE ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,122,4,5.0,40.0,07,1155120.0,1862190.0,2019,02/21/2019 23:34,41.70542188,-87.52407613,"(41.70542188, -87.52407613)"
10000693,VB213246,05/24/2018 20:40,93XX W BROADWAY,0510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,True,False,711,12,28.0,66.0,12,1195748.0,1929174.0,2018,06/02/2018 20:40,41.86235149,-87.71196666,"(41.86235149, -87.71196666)"
10000694,HJ935622,12/04/2019 10:32,30XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,True,False,113,19,50.0,27.0,05,1185261.0,1874343.0,2019,12/17/2019 10:32,41.78942802,-87.68951337,"(41.78942802, -87.68951337)"
10000695,AA115050,12/24/2016 19:22,55XX N GRAND AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,True,1811,24,37.0,46.0,04A,1196594.0,1924327.0,2016,01/17/2017 19:22,41.87813347,-87.71967957,"(41.87813347, -87.71967957)"
10000696,UA196975,08/28/2015 19:16,86XX S PULASKI RD,0750,THEFT,THEFT $500 AND UNDER,PARK PROPERTY,False,False,1211,19,14.0,63.0,08B,1192971.0,1892881.0,2015,09/24/2015 19:16,41.72853845,-87.55689053,"(41.72853845, -87.55689053)"
10000697,PO097958,03/27/2019 23:26,18XX S CLARK ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,811,3,1.0,18.0,04B,1196085.0,1860754.0,2019,04/10/2019 23:26,41.77336545,-87.55660768,"(41.77336545, -87.55660768)"
10000698,CJ412573,07/12/2019 08:18,18XX W STATE ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,False,False,611,22,11.0,28.0,08B,1195398.0,1884742.0,2019,07/13/2019 08:18,41.82737636,-87.54456015,"(41.82737636, -87.54456015)"
10000699,WK155537,12/12/2017 20:19,35XX E CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1911,2,2.0,28.0,06,1153177.0,1907760.0,2017,01/01/2018 20:19,41.91288533,-87.69964323,"(41.91288533, -87.69964323)"
10000700,GM401685,03/21/2017 08:05,2XX E BROADWAY,0620,BURGLARY,UNLAWFUL ENTRY,HOSPITAL BUILDING/GROUNDS,False,False,1221,9,45.0,76.0,08B,1156700.0,1905056.0,2017,03/25/2017 08:05,41.93716985,-87.73590312,"(41.93716985, -87.73590312)"
10000701,HI406608,11/10/2019 15:26,68XX E DIVISION ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,VEHICLE NON-COMMERCIAL,False,True,1511,24,7.0,2.0,19,1152266.0,1903711.0,2019,11/16/2019 15:26,41.71328487,-87.66316772,
10000702,CU040327,05/17/2015 04:12,22XX E WESTERN AVE,0750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,812,6,33.0,56.0,04B,1183764.0,1923240.0,2015,05/19/2015 04:12,41.79054116,-87.59138762,"(41.79054116, -87.59138762)"
10000703,CF525163,07/13/2016 11:02,97XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,False,True,411,8,38.0,17.0,18,1154780.0,1903060.0,2016,07/24/2016 11:02,41.80333422,-87.60349549,"(41.80333422, -87.60349549)"
10000704,SP344668,06/01/2016 10:11,35XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,True,2511,14,20.0,39.0,06,1179182.0,1884403.0,2016,06/18/2016 10:11,41.92791538,-87.74802121,"(41.92791538, -87.74802121)"
10000705,HG732861,10/02/2018 18:24,8XX W DIVISION ST,0800,ARSON,AGGRAVATED,RESTAURANT,True,False,122,12,22.0,73.0,15,1189376.0,1919786.0,2018,10/15/2018 18:24,41.80702602,-87.75268818,"(41.80702602, -87.75268818)"
10000706,CM146997,11/06/2022 22:08,64XX S BROADWAY,0750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,1911,24,50.0,74.0,11,1195539.0,1910398.0,2022,12/01/2022 22:08,41.73622879,-87.73923561,"(41.73622879, -87.73923561)"
10000707,JF903766,06/24/2021 02:50,10XX W WESTERN AVE,1310,NARCOTICS,POSS: COCAINE,"SCHOOL, PUBLIC, BUILDING",True,False,312,14,47.0,69.0,20,1187602.0,1910713.0,2021,06/28/2021 02:50,41.88167464,-87.61522667,"(41.88167464, -87.61522667)"
